Series Name,Series Code,Country Name,Country Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Africa Western and Central,AFW,3.90647699311377,..,..,..,..,2.88907179182767,..,2.55705166984559,..,..,2.14918271762432,..,..,..,..,1.6152954920251,..,..,..,..,1.22553287718562,1.17622565407318,1.13471907340001,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Arab World,ARB,4.63164327511437,..,..,..,..,3.85701186492407,..,3.67458999395185,..,..,3.38131766833138,..,..,..,..,3.08427121421619,..,..,..,..,2.668119460452,2.61748516662557,2.56488495876336,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Caribbean small states,CSS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Central Europe and the Baltics,CEB,29.3341032526159,..,..,..,..,27.8611311734088,..,27.3719328010727,..,..,26.6505291148776,..,..,..,..,25.5349157519961,..,..,..,..,24.5677477987935,24.4068170340373,24.2197553930158,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Early-demographic dividend,EAR,27.0502590693471,..,..,..,..,20.9799171186637,..,18.8884966817634,..,..,15.9652635197927,..,..,..,..,12.2514662051176,..,..,..,..,9.48486091994378,9.02493224164983,8.5865283716015,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,East Asia & Pacific,EAS,6.479518145565,..,..,..,..,5.4452972844614,..,5.13445620039385,..,..,4.60327135872067,..,..,..,..,3.95175377906956,..,..,..,..,3.35976571954904,3.21620171037825,3.1434625692646,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,East Asia & Pacific (excluding high income),EAP,5.53505423016368,..,..,..,..,4.59918933490029,..,4.32705325681963,..,..,3.83474166871488,..,..,..,..,3.24508655590576,..,..,..,..,2.71085190746744,2.57524243827251,2.519339931817,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,East Asia & Pacific (IDA & IBRD countries),TEA,5.61287737148137,..,..,..,..,4.66139218243676,..,4.38514865809227,..,..,3.88604979951642,..,..,..,..,3.28823372797915,..,..,..,..,2.74645012180355,2.60891135250308,2.55212430832537,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Euro area,EMU,28.2382384135888,..,..,..,..,27.0307732219424,..,26.5954115248315,..,..,25.9929818832681,..,..,..,..,25.1508806450095,..,..,..,..,24.4532317045982,24.2793260487471,24.2016276699283,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Europe & Central Asia,ECS,22.9259085994468,..,..,..,..,21.5990040544136,..,21.1920198237125,..,..,20.6224828707254,..,..,..,..,19.8253125899525,..,..,..,..,19.3051557674959,19.1847604800673,19.1599327338053,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Europe & Central Asia (excluding high income),ECA,13.0447380377266,..,..,..,..,12.7373727165476,..,12.678030113227,..,..,12.53926618804,..,..,..,..,12.4957150157232,..,..,..,..,12.6617503595909,12.7113574953955,12.7471586322566,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Europe & Central Asia (IDA & IBRD countries),TEC,15.6667355135805,..,..,..,..,15.4951610331899,..,15.5071477902017,..,..,15.4894469724977,..,..,..,..,15.5574161825435,..,..,..,..,15.8155703088279,15.8561535867489,15.9827028434734,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,European Union,EUU,28.9852032781205,..,..,..,..,27.4710672321103,..,26.9283221444629,..,..,26.173791374677,..,..,..,..,25.0818891713674,..,..,..,..,24.1586854296714,23.957879556421,23.8247359077406,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Fragile and conflict affected situations,FCS,12.1949097464236,..,..,..,..,10.015105202544,..,9.21873678670307,..,..,8.10939313891416,..,..,..,..,6.53067762131917,..,..,..,..,5.19880949741202,4.98751785625978,4.7534194431939,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Heavily indebted poor countries (HIPC),HPC,9.66615917841803,..,..,..,..,7.20945328572389,..,6.44604695018368,..,..,5.46259968591437,..,..,..,..,4.18832460809196,..,..,..,..,3.26086046394528,3.11257495796429,2.97433153050201,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,High income,HIC,23.5034426456391,..,..,..,..,21.7515805953731,..,21.1265587521379,..,..,20.2879306354545,..,..,..,..,19.0167735292029,..,..,..,..,18.0102884317559,17.7810208063092,17.6160373157496,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,IBRD only,IBD,16.049166304407,..,..,..,..,13.0134532536715,..,12.0179022832839,..,..,10.5497404346664,..,..,..,..,8.66921511189203,..,..,..,..,7.18499500142711,6.90312564823813,6.67401428388402,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,IDA & IBRD total,IBT,16.5658397401798,..,..,..,..,13.3273612364326,..,12.2370428482259,..,..,10.669725501436,..,..,..,..,8.63193441507536,..,..,..,..,7.0236718412584,6.72706576973405,6.47867544075211,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,IDA blend,IDB,10.3113420446983,..,..,..,..,8.17870345156988,..,7.47462577874384,..,..,6.55224956492391,..,..,..,..,5.15027398777082,..,..,..,..,4.06789915033945,3.88708600225181,3.73775174394921,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,IDA only,IDX,24.2047236967086,..,..,..,..,18.7317583499468,..,16.7100756390421,..,..,14.038332519914,..,..,..,..,10.5132604887335,..,..,..,..,7.84345563297981,7.4070125347709,7.00634128197346,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,IDA total,IDA,18.9888850919276,..,..,..,..,14.7367817777461,..,13.1990744744643,..,..,11.1759832945102,..,..,..,..,8.4843254794145,..,..,..,..,6.42807685735628,6.08734226241202,5.78041059602745,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Late-demographic dividend,LTE,7.1094235341142,..,..,..,..,6.2690463909009,..,6.03801368774925,..,..,5.63425059045455,..,..,..,..,5.13690119447418,..,..,..,..,4.69269690584677,4.56049009796021,4.52574594864733,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Latin America & Caribbean,LCN,16.7872074424168,..,..,..,..,14.1085434462271,..,13.2109436038155,..,..,11.9680069491901,..,..,..,..,10.1788128175601,..,..,..,..,8.7322898958634,8.43154496537246,8.22909496478964,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Latin America & Caribbean (excluding high income),LAC,15.9175759068487,..,..,..,..,13.2963059249262,..,12.4258566775323,..,..,11.2181934193401,..,..,..,..,9.48948138745688,..,..,..,..,8.08243582764959,7.7884144191531,7.60653922309077,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Latin America & the Caribbean (IDA & IBRD countries),TLA,16.4492890767304,..,..,..,..,13.8929381040657,..,13.032310415398,..,..,11.8379969666445,..,..,..,..,10.1083399893188,..,..,..,..,8.70034506069317,8.4040183164697,8.20793619558345,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Least developed countries: UN classification,LDC,26.0886817074188,..,..,..,..,20.1861887343842,..,17.9935790076621,..,..,15.0980841138411,..,..,..,..,11.2608991512736,..,..,..,..,8.38028897388656,7.91466416069338,7.47983509228711,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Low & middle income,LMY,16.5079063087432,..,..,..,..,13.0764445545236,..,11.9265293869798,..,..,10.2811624110732,..,..,..,..,8.16341372822128,..,..,..,..,6.49770222732669,6.19492854589365,5.93643777427012,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Low income,LIC,12.8782836418577,..,..,..,..,9.78325089561063,..,8.78807516037058,..,..,7.51845298767451,..,..,..,..,5.851206774321,..,..,..,..,4.55811790962197,4.35528613499655,4.148984183874,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Lower middle income,LMC,29.4302652632208,..,..,..,..,22.3999207172726,..,19.9662384245687,..,..,16.6071034006286,..,..,..,..,12.371385973665,..,..,..,..,9.20587693682511,8.6908129572055,8.18892751156058,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,"Middle East, North Africa, Afghanistan & Pakistan",MEA,10.8811806231797,..,..,..,..,8.68073969964534,..,8.00648238207846,..,..,7.0939983654892,..,..,..,..,5.78611706511854,..,..,..,..,4.72352389079499,4.53931049134904,4.38740491713151,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,11.0091132227626,..,..,..,..,8.76029808628495,..,8.07738479016673,..,..,7.15031429288105,..,..,..,..,5.82232560916183,..,..,..,..,4.71745593378827,4.52101543821094,4.37207351846755,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,11.0091132227626,..,..,..,..,8.76029808628495,..,8.07738479016673,..,..,7.15031429288105,..,..,..,..,5.82232560916183,..,..,..,..,4.71745593378827,4.52101543821094,4.37207351846755,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Middle income,MIC,16.6706603434346,..,..,..,..,13.230485151019,..,12.0766687292792,..,..,10.4188288952793,..,..,..,..,8.28808141516435,..,..,..,..,6.61199069251712,6.30528501393097,6.04556914039112,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,North America,NAC,25.4507392378379,..,..,..,..,23.2660807984694,..,22.4425697012024,..,..,21.3947076842465,..,..,..,..,19.7713064587459,..,..,..,..,18.3803605102626,17.9676712224073,17.7256033557077,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,OECD members,OED,23.6355212348295,..,..,..,..,21.569916875287,..,20.8368418517521,..,..,19.8224393255312,..,..,..,..,18.3390595739968,..,..,..,..,17.1135658334689,16.8436375017793,16.657211623307,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Other small states,OSS,21.9905935936519,..,..,..,..,19.0742518022576,..,18.067791416009,..,..,16.7664404066427,..,..,..,..,15.045780891079,..,..,..,..,13.7066236409988,13.4618154716379,13.2364353305768,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Pacific island small states,PSS,21.1367116571279,..,..,..,..,19.7496291417917,..,19.0978545126126,..,..,18.4017484830276,..,..,..,..,17.3976828623171,..,..,..,..,16.5264174422381,16.3338946045814,16.1779537701455,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Post-demographic dividend,PST,24.5252737587947,..,..,..,..,22.4840948745371,..,21.7524286169539,..,..,20.7606806004825,..,..,..,..,19.2875015006978,..,..,..,..,18.0648688308006,17.7848119727677,17.6034231873387,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Pre-demographic dividend,PRE,8.39178257166828,..,..,..,..,6.26589895992834,..,5.59114157877216,..,..,4.74871457588707,..,..,..,..,3.62533113771655,..,..,..,..,2.78461646685496,2.65601553495975,2.53341469095186,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Small states,SST,19.5259024113775,..,..,..,..,17.1165372832462,..,16.246551902119,..,..,15.1366711173177,..,..,..,..,13.6445225575147,..,..,..,..,12.4831373101245,12.2682973696483,12.0777490010585,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,South Asia,SAS,41.3147241119214,..,..,..,..,31.3686753431292,..,27.9211400021555,..,..,23.0983803357102,..,..,..,..,17.0413362169929,..,..,..,..,12.5736929960537,11.8574490951535,11.1525433192204,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,South Asia (IDA & IBRD),TSA,41.3147241119214,..,..,..,..,31.3686753431292,..,27.9211400021555,..,..,23.0983803357102,..,..,..,..,17.0413362169929,..,..,..,..,12.5736929960537,11.8574490951535,11.1525433192204,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Sub-Saharan Africa,SSF,7.57337797590922,..,..,..,..,5.80931835563886,..,5.2409820045423,..,..,4.51228505906767,..,..,..,..,3.52966218609367,..,..,..,..,2.80306571440325,2.68853839667536,2.58136045444142,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Sub-Saharan Africa (excluding high income),SSA,8.29059922493399,..,..,..,..,6.32118112314123,..,5.68958610419105,..,..,4.88059235079853,..,..,..,..,3.79896223146252,..,..,..,..,2.98120573834223,2.85161060942449,2.73007819236751,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Sub-Saharan Africa (IDA & IBRD countries),TSS,7.57337797590922,..,..,..,..,5.80931835563886,..,5.2409820045423,..,..,4.51228505906767,..,..,..,..,3.52966218609367,..,..,..,..,2.80306571440325,2.68853839667536,2.58136045444142,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Upper middle income,UMC,7.11267217759718,..,..,..,..,6.12645106939912,..,5.84479118558447,..,..,5.36412011718144,..,..,..,..,4.77023352575543,..,..,..,..,4.26167212383674,4.12320804155657,4.06514583027334,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,World,WLD,18.0806611477373,..,..,..,..,14.9731489583678,..,13.9150543682566,..,..,12.4064670114643,..,..,..,..,10.3844490914187,..,..,..,..,8.7712149757814,8.46180237249504,8.21133275377819,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Afghanistan,AFG,58.6,..,..,..,..,53.1,..,51,..,..,48.3,..,..,..,..,43.8,..,..,..,..,40,39.3,38.7,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Albania,ALB,59.6,..,..,..,..,53.6,..,51.3,..,..,48.3,..,..,..,..,43.5,..,..,..,..,39.5,38.5,37.8,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Algeria,DZA,43.9,..,..,..,..,43.1,..,43,..,..,42.3,..,..,..,..,41.7,..,..,..,..,41.7,41.7,41.8,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Andorra,AND,43.6,..,..,..,..,41.3,..,40.4,..,..,39.2,..,..,..,..,37.2,..,..,..,..,35.3,35,34.8,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Angola,AGO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Antigua and Barbuda,ATG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Argentina,ARG,40,..,..,..,..,37.2,..,35.9,..,..,34.2,..,..,..,..,31.8,..,..,..,..,29.5,28.9,28.5,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Armenia,ARM,62.6,..,..,..,..,59.3,..,57.8,..,..,55.6,..,..,..,..,52.6,..,..,..,..,49.9,49,48.2,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Aruba,ABW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Australia,AUS,26.5,..,..,..,..,23.4,..,22.2,..,..,20.6,..,..,..,..,18.1,..,..,..,..,15.9,15.6,15.2,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Austria,AUT,58,..,..,..,..,48.2,..,44.7,..,..,39.9,..,..,..,..,33.3,..,..,..,..,27.6,26.7,25.8,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Azerbaijan,AZE,57.3,..,..,..,..,52,..,50.2,..,..,47.7,..,..,..,..,43.8,..,..,..,..,40.2,39.6,39,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,"Bahamas, The",BHS,19.4,..,..,..,..,19.5,..,19.5,..,..,19.6,..,..,..,..,20,..,..,..,..,20.3,20.3,20.5,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Bahrain,BHR,36.4,..,..,..,..,33.2,..,32.2,..,..,30.4,..,..,..,..,28,..,..,..,..,25.6,25.3,25,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Bangladesh,BGD,67.5,..,..,..,..,63.1,..,61.6,..,..,59.2,..,..,..,..,55.5,..,..,..,..,51.7,51.3,50.5,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Barbados,BRB,15.3,..,..,..,..,14.5,..,14.1,..,..,13.7,..,..,..,..,13,..,..,..,..,12.4,12.2,12.2,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Belarus,BLR,70,..,..,..,..,63.9,..,61.6,..,..,58,..,..,..,..,52.5,..,..,..,..,48.2,47.2,46.3,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Belgium,BEL,37.4,..,..,..,..,35.3,..,34.5,..,..,33.3,..,..,..,..,31.5,..,..,..,..,29.8,29.5,29,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Belize,BLZ,24.3,..,..,..,..,21.8,..,21,..,..,19.6,..,..,..,..,17.7,..,..,..,..,16.2,16,15.6,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Benin,BEN,30.3,..,..,..,..,23.7,..,21.6,..,..,18.7,..,..,..,..,14.7,..,..,..,..,11.7,11.2,10.7,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Bhutan,BTN,36.5,..,..,..,..,33.4,..,32.6,..,..,31.1,..,..,..,..,28.8,..,..,..,..,27,26.5,26.2,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Bolivia,BOL,41.1,..,..,..,..,34.8,..,32.5,..,..,29.5,..,..,..,..,25.2,..,..,..,..,21.9,21.1,20.6,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Bosnia and Herzegovina,BIH,59.2,..,..,..,..,53.9,..,52.2,..,..,49.7,..,..,..,..,45.9,..,..,..,..,42.6,42,41.6,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Botswana,BWA,40.3,..,..,..,..,37.5,..,36.6,..,..,35.3,..,..,..,..,33,..,..,..,..,31,30.5,30.2,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Brazil,BRA,29.4,..,..,..,..,25.3,..,23.6,..,..,21.7,..,..,..,..,18.7,..,..,..,..,16.3,15.8,15.4,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Brunei Darussalam,BRN,29.3,..,..,..,..,29.4,..,29.5,..,..,29.5,..,..,..,..,30,..,..,..,..,30.4,30.5,30.7,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Bulgaria,BGR,59.1,..,..,..,..,53.8,..,52,..,..,49.4,..,..,..,..,45.3,..,..,..,..,41.8,41.1,40.3,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Burkina Faso,BFA,36.8,..,..,..,..,32.7,..,31.4,..,..,29,..,..,..,..,26,..,..,..,..,23.4,23,22.5,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Burundi,BDI,32.6,..,..,..,..,27.6,..,26.2,..,..,23.9,..,..,..,..,20.6,..,..,..,..,18.1,17.6,17.1,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Cabo Verde,CPV,27.3,..,..,..,..,24.3,..,23.1,..,..,21.7,..,..,..,..,19.5,..,..,..,..,17.5,17,16.7,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Cambodia,KHM,60.5,..,..,..,..,51.9,..,48.1,..,..,43.6,..,..,..,..,36.5,..,..,..,..,30.6,29.8,28.7,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Cameroon,CMR,27,..,..,..,..,22.1,..,20.4,..,..,18.2,..,..,..,..,15,..,..,..,..,12.5,12.1,11.7,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Canada,CAN,30.7,..,..,..,..,25.8,..,23.9,..,..,21.6,..,..,..,..,18.2,..,..,..,..,15.3,14.8,14.3,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Central African Republic,CAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Chad,TCD,18.5,..,..,..,..,17,..,16.5,..,..,15.7,..,..,..,..,14.6,..,..,..,..,13.6,13.4,13.2,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Chile,CHL,51.4,..,..,..,..,45.6,..,43.6,..,..,40.7,..,..,..,..,36.3,..,..,..,..,32.3,31.7,30.8,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,China,CHN,50.7,..,..,..,..,49.3,..,48.7,..,..,48,..,..,..,..,46.7,..,..,..,..,45.6,45.2,45.1,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Colombia,COL,22.8,..,..,..,..,19.5,..,18.3,..,..,16.8,..,..,..,..,14.5,..,..,..,..,12.6,12.3,12,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Comoros,COM,43.8,..,..,..,..,39.1,..,37.8,..,..,35.2,..,..,..,..,31.8,..,..,..,..,28.9,28.3,27.7,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,"Congo, Dem. Rep.",COD,36.3,..,..,..,..,31.7,..,30,..,..,27.9,..,..,..,..,24.8,..,..,..,..,22.4,21.9,21.6,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,"Congo, Rep.",COG,19,..,..,..,..,20.7,..,21.3,..,..,22.5,..,..,..,..,24.8,..,..,..,..,27.5,28.2,28.8,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Costa Rica,CRI,25.1,..,..,..,..,21.7,..,20.4,..,..,18.7,..,..,..,..,16,..,..,..,..,13.9,13.6,13.2,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Cote d'Ivoire,CIV,38.5,..,..,..,..,31.3,..,28.9,..,..,25.9,..,..,..,..,21.6,..,..,..,..,18,17.4,16.9,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Croatia,HRV,42.1,..,..,..,..,40.8,..,40.3,..,..,39.4,..,..,..,..,38.4,..,..,..,..,37.3,37,36.7,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Cuba,CUB,49.4,..,..,..,..,42.2,..,39.9,..,..,36.6,..,..,..,..,31.3,..,..,..,..,26.9,26.2,25.3,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Curacao,CUW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Cyprus,CYP,63.6,..,..,..,..,59,..,57.5,..,..,55.2,..,..,..,..,51.4,..,..,..,..,48.3,47.8,47.2,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Czechia,CZE,41.4,..,..,..,..,39.6,..,38.7,..,..,37.6,..,..,..,..,35.6,..,..,..,..,34.1,33.9,33.4,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Denmark,DNK,40.9,..,..,..,..,33.3,..,30.7,..,..,26.9,..,..,..,..,21.9,..,..,..,..,17.8,17.1,16.4,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Djibouti,DJI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Dominica,DMA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Dominican Republic,DOM,21.5,..,..,..,..,19.6,..,18.9,..,..,17.9,..,..,..,..,16.3,..,..,..,..,14.9,14.7,14.4,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Ecuador,ECU,22.9,..,..,..,..,21.5,..,21,..,..,20.3,..,..,..,..,19.2,..,..,..,..,18.1,18,17.8,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,"Egypt, Arab Rep.",EGY,38,..,..,..,..,40.4,..,41.3,..,..,42.6,..,..,..,..,45.1,..,..,..,..,48,48.6,49.1,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,El Salvador,SLV,27.1,..,..,..,..,23.8,..,22.7,..,..,21,..,..,..,..,18.7,..,..,..,..,16.6,16.2,15.9,..,..
